
customer;wholesaler;period;operator;turnover;productGroup;transactionId;totalPoints;promotionPoints;bonusPoints
13072;Örum Oy Ab;2025_02;+;7.72;PG0080000200000001;61-93505516;7.72;0;0
2623555;Örum Oy Ab;2025_02;+;12.26;PG0080000200000001;61-93506594;12.26;0;0
214787;Örum Oy Ab;2025_02;+;11.24;PG0080000500000001;61-93504963;11.24;0;0
40214;Örum Oy Ab;2025_02;+;9.04;PG0080000500000001;61-93506249;9.04;0;0
71184;Örum Oy Ab;2025_02;+;11.98;PG0080000500000001;61-93505693;11.98;0;0
217023;Örum Oy Ab;2025_02;+;11.87;PG0080000500000001;61-93505868;11.87;0;0
219211;Örum Oy Ab;2025_02;+;11.87;PG0080000500000001;61-93505967;11.87;0;0
3700085;Örum Oy Ab;2025_02;+;8.57;PG0080000500000001;61-93506022;8.57;0;0
2622923;Örum Oy Ab;2025_02;+;7.5;PG0080000500000001;61-93505699;7.5;0;0
71230;Örum Oy Ab;2025_02;+;9.54;PG0080000500000001;61-93506626;9.54;0;0
3700085;Örum Oy Ab;2025_02;+;12.73;PG0080000500000002;61-93506042;12.73;0;0
218215;Örum Oy Ab;2025_02;+;19.5;PG0080000500000002;61-93505055;19.5;0;0
71341;Örum Oy Ab;2025_02;+;18.86;PG0080000500000002;61-93505911;18.86;0;0
214081;Örum Oy Ab;2025_02;+;15.11;PG0080000500000002;61-93505096;15.11;0;0
241679;Örum Oy Ab;2025_02;+;13.1;PG0080000500000002;61-93505169;13.1;0;0
1252;Örum Oy Ab;2025_02;+;9.7;PG0080000500000002;61-93506136;9.7;0;0
218215;Örum Oy Ab;2025_02;+;11.38;PG0080000500000002;61-93505051;11.38;0;0
2623555;Örum Oy Ab;2025_02;+;8.33;PG0080000500000002;61-93506594;8.33;0;0
326542;Örum Oy Ab;2025_02;+;11.38;PG0080000500000002;61-93505848;11.38;0;0
221214;Örum Oy Ab;2025_02;+;9.89;PG0080000500000002;61-93505458;9.89;0;0
326542;Örum Oy Ab;2025_02;-;11.38;PG0080000500000002;61-93505665;-11.38;0;0
1252;Örum Oy Ab;2025_02;+;12.65;PG0080000500000002;61-93506136;12.65;0;0
2622923;Örum Oy Ab;2025_02;+;12.92;PG0080000500000002;61-93506605;12.92;0;0
1023;Örum Oy Ab;2025_02;+;11.44;PG0080000500000002;61-93504872;11.44;0;0
40214;Örum Oy Ab;2025_02;+;16.83;PG0080000500000002;61-93506249;16.83;0;0
2622923;Örum Oy Ab;2025_02;+;12.85;PG0080000500000002;61-93506411;12.85;0;0
70341;Örum Oy Ab;2025_02;+;17.74;PG0080000500000002;61-93505411;17.74;0;0
214787;Örum Oy Ab;2025_02;+;67.55;PG0080000500000002;61-93506555;67.55;0;0
72174;Örum Oy Ab;2025_02;+;15.5;PG0080000500000002;61-93505060;15.5;0;0
70546;Örum Oy Ab;2025_02;+;11.94;PG0080000500000002;61-93505372;11.94;0;0
326542;Örum Oy Ab;2025_02;+;16.35;PG0080000500000002;61-93505858;16.35;0;0
219101;Örum Oy Ab;2025_02;+;15.01;PG0080000500000002;61-93506271;15.01;0;0
214344;Örum Oy Ab;2025_02;+;12.55;PG0080000500000001;61-93506159;12.55;0;0
2622923;Örum Oy Ab;2025_02;+;12.96;PG0080000500000002;61-93506411;12.96;0;0
218147;Örum Oy Ab;2025_02;+;9.04;PG0080000500000001;61-93505935;9.04;0;0
217145;Örum Oy Ab;2025_02;+;23.55;PG0080000500000001;61-93505642;23.55;0;0
3700085;Örum Oy Ab;2025_02;+;20.6;PG0080000500000001;61-93506027;20.6;0;0
223024;Örum Oy Ab;2025_02;+;15.33;PG0080000500000002;61-93504906;15.33;0;0
223000;Örum Oy Ab;2025_02;+;14.46;PG0080000500000002;61-93505704;14.46;0;0
218215;Örum Oy Ab;2025_02;+;31.26;PG0080000500000002;61-93505068;31.26;0;0
214532;Örum Oy Ab;2025_02;+;24.6;PG0080000500000002;61-93505554;24.6;0;0
2613186;Örum Oy Ab;2025_02;-;24.06;PG0080000500000002;61-93505849;-24.06;0;0
71970;Örum Oy Ab;2025_02;+;22.73;PG0080000500000002;61-93505629;22.73;0;0
218215;Örum Oy Ab;2025_02;+;27.27;PG0080000500000002;61-93505092;27.27;0;0
210186;Örum Oy Ab;2025_02;+;26.52;PG0080000500000002;61-93504888;26.52;0;0
326542;Örum Oy Ab;2025_02;-;30.37;PG0080000500000002;61-93505535;-30.37;0;0
2810062;Örum Oy Ab;2025_02;+;15.87;PG0080000500000002;61-93505047;15.87;0;0
2623555;Örum Oy Ab;2025_02;+;25.39;PG0080000500000002;61-93504822;25.39;0;0
221264;Örum Oy Ab;2025_02;+;16.76;PG0080000500000002;61-93505984;16.76;0;0
40214;Örum Oy Ab;2025_02;+;15.91;PG0080000500000002;61-93506249;15.91;0;0
221181;Örum Oy Ab;2025_02;+;14.33;PG0080000500000002;61-93506217;14.33;0;0
71091;Örum Oy Ab;2025_02;-;6.82;PG0010000800000004;61-93505280;-6.82;0;0
217079;Örum Oy Ab;2025_02;-;6.82;PG0010000800000004;61-93506525;-6.82;0;0
40214;Örum Oy Ab;2025_02;+;8.89;PG0010000800000004;61-93506249;8.89;0;0
39100251;Örum Oy Ab;2025_02;+;7.97;PG0010000800000004;61-93506332;7.97;0;0
218187;Örum Oy Ab;2025_02;+;7.33;PG0010000800000004;61-93505284;7.33;0;0
71741;Örum Oy Ab;2025_02;-;3.64;PG0010000800000004;61-93505450;-3.64;0;0
3700085;Örum Oy Ab;2025_02;-;3.76;PG0010000800000004;61-93505200;-3.76;0;0
216037;Örum Oy Ab;2025_02;-;3.37;PG0010000800000004;61-93505639;-3.37;0;0
5151;Örum Oy Ab;2025_02;+;9.47;PG0010000500000005;61-93506441;9.47;0;0
223024;Örum Oy Ab;2025_02;+;18.96;PG0010000800000005;61-93504906;18.96;0;0
1252;Örum Oy Ab;2025_02;+;8.75;PG0010000800000005;61-93506141;8.75;0;0
70234;Örum Oy Ab;2025_02;+;24.26;PG0010000800000005;61-93505216;24.26;0;0
71091;Örum Oy Ab;2025_02;+;12.84;PG0010000800000005;61-93506452;12.84;0;0
326542;Örum Oy Ab;2025_02;-;9.37;PG0130000100000001;61-93505535;-9.37;0;0
2305;Örum Oy Ab;2025_02;+;76.6;PG0130000200000002;61-93505822;76.6;0;0
209799;Örum Oy Ab;2025_02;+;116.1;PG0130000200000002;61-93504848;116.1;0;0
71230;Örum Oy Ab;2025_02;-;5.67;PG0130000100000001;61-93505990;-5.67;0;0
40248;Örum Oy Ab;2025_02;+;12.24;PG0080000200000001;61-93505083;12.24;0;0
353599;Örum Oy Ab;2025_02;+;8.02;PG0080000200000001;61-93504980;8.02;0;0
353599;Örum Oy Ab;2025_02;+;12.15;PG0080000200000001;61-93504980;12.15;0;0
71230;Örum Oy Ab;2025_02;-;14.85;PG0080000200000001;61-93505990;-14.85;0;0
40214;Örum Oy Ab;2025_02;+;14.85;PG0080000200000001;61-93506249;14.85;0;0
209799;Örum Oy Ab;2025_02;+;10.82;PG0080000200000001;61-93504858;10.82;0;0
326542;Örum Oy Ab;2025_02;-;15.35;PG0080000200000001;61-93505535;-15.35;0;0
2810062;Örum Oy Ab;2025_02;-;16.25;PG0080000200000001;61-93504898;-16.25;0;0
214787;Örum Oy Ab;2025_02;+;16.25;PG0080000200000001;61-93504963;16.25;0;0
326542;Örum Oy Ab;2025_02;-;17.06;PG0080000200000001;61-93505665;-17.06;0;0
216037;Örum Oy Ab;2025_02;+;15.42;PG0080000200000001;61-93505432;15.42;0;0
217237;Örum Oy Ab;2025_02;+;14.38;PG0080000200000001;61-93504843;14.38;0;0
72174;Örum Oy Ab;2025_02;+;15.92;PG0080000200000001;61-93505036;15.92;0;0
217006;Örum Oy Ab;2025_02;+;15.92;PG0080000200000001;61-93505232;15.92;0;0
70885;Örum Oy Ab;2025_02;+;13.23;PG0080000200000001;61-93506474;13.23;0;0
5151;Örum Oy Ab;2025_02;+;13.23;PG0080000200000001;61-93506527;13.23;0;0
19567;Örum Oy Ab;2025_02;+;23.98;PG0080000200000001;61-93505893;23.98;0;0
214787;Örum Oy Ab;2025_02;+;105.4;PG0080000200000001;61-93505006;105.4;0;0
71090;Örum Oy Ab;2025_02;-;7.79;PG0080000200000001;61-93505015;-7.79;0;0
17918;Örum Oy Ab;2025_02;+;26.31;PG0080000200000001;61-93506190;26.31;0;0
218215;Örum Oy Ab;2025_02;+;27.27;PG0080000200000001;61-93505081;27.27;0;0
214344;Örum Oy Ab;2025_02;+;21.38;PG0080000200000001;61-93506211;21.38;0;0
71184;Örum Oy Ab;2025_02;+;12.01;PG0080000200000001;61-93505693;12.01;0;0
218235;Örum Oy Ab;2025_02;+;10.43;PG0080000200000001;61-93506149;10.43;0;0
214344;Örum Oy Ab;2025_02;-;11.29;PG0080000200000001;61-93505332;-11.29;0;0
219101;Örum Oy Ab;2025_02;+;13.24;PG0080000200000001;61-93506271;13.24;0;0
326542;Örum Oy Ab;2025_02;-;22.15;PG0080000200000001;61-93505171;-22.15;0;0
2810062;Örum Oy Ab;2025_02;+;14.55;PG0080000200000001;61-93505047;14.55;0;0
2622923;Örum Oy Ab;2025_02;+;15.92;PG0080000200000001;61-93505699;15.92;0;0
2622923;Örum Oy Ab;2025_02;+;15.92;PG0080000200000001;61-93506411;15.92;0;0
2613186;Örum Oy Ab;2025_02;-;20.38;PG0080000200000001;61-93505849;-20.38;0;0
3700085;Örum Oy Ab;2025_02;+;24.44;PG0080000200000001;61-93506027;24.44;0;0
2623555;Örum Oy Ab;2025_02;+;18.89;PG0080000200000001;61-93504824;18.89;0;0
214787;Örum Oy Ab;2025_02;+;107.12;PG0080000200000001;61-93504765;107.12;0;0
214532;Örum Oy Ab;2025_02;+;13.96;PG0080000200000001;61-93505303;13.96;0;0
71193;Örum Oy Ab;2025_02;+;13.39;PG0080000200000001;61-93506007;13.39;0;0
217023;Örum Oy Ab;2025_02;+;19.73;PG0080000200000001;61-93505889;19.73;0;0
218147;Örum Oy Ab;2025_02;+;17.29;PG0080000300000001;61-93505484;17.29;0;0
353599;Örum Oy Ab;2025_02;+;12.42;PG0080000300000001;61-93504980;12.42;0;0
19608;Örum Oy Ab;2025_02;+;20.71;PG0080000300000001;61-93505420;20.71;0;0
71090;Örum Oy Ab;2025_02;+;19.54;PG0080000300000001;61-93506309;19.54;0;0
326542;Örum Oy Ab;2025_02;+;40.19;PG0080000300000001;61-93505098;40.19;0;0
326542;Örum Oy Ab;2025_02;-;39.8;PG0080000300000001;61-93505535;-39.8;0;0
3756;Örum Oy Ab;2025_02;+;61.94;PG0080000300000001;61-93505861;61.94;0;0
214532;Örum Oy Ab;2025_02;+;34.86;PG0080000300000001;61-93505303;34.86;0;0
71193;Örum Oy Ab;2025_02;+;32.94;PG0080000300000001;61-93506007;32.94;0;0
221264;Örum Oy Ab;2025_02;+;52.19;PG0080000300000001;61-93505984;52.19;0;0
214081;Örum Oy Ab;2025_02;+;36.83;PG0080000300000001;61-93505207;36.83;0;0
71880;Örum Oy Ab;2025_02;-;11.31;PG0080000300000001;61-93506186;-11.31;0;0
72174;Örum Oy Ab;2025_02;+;24.51;PG0080000300000001;61-93505075;24.51;0;0
218215;Örum Oy Ab;2025_02;+;25.79;PG0080000300000001;61-93505081;25.79;0;0
214344;Örum Oy Ab;2025_02;+;20.05;PG0080000300000001;61-93506211;20.05;0;0
326542;Örum Oy Ab;2025_02;-;25.53;PG0080000300000001;61-93505171;-25.53;0;0
214344;Örum Oy Ab;2025_02;-;71.71;PG0080000300000001;61-93505332;-71.71;0;0
72174;Örum Oy Ab;2025_02;+;31.88;PG0080000300000001;61-93505060;31.88;0;0
71184;Örum Oy Ab;2025_02;+;5.85;PG0080000100000001;61-93504826;5.85;0;0
17918;Örum Oy Ab;2025_02;+;8.92;PG0080000100000001;61-93506190;8.92;0;0
40248;Örum Oy Ab;2025_02;+;10.08;PG0080000100000001;61-93505793;10.08;0;0
218057;Örum Oy Ab;2025_02;+;6.15;PG0080000100000001;61-93504772;6.15;0;0
218215;Örum Oy Ab;2025_02;+;6.7;PG0080000100000001;61-93505055;6.7;0;0
2622923;Örum Oy Ab;2025_02;+;4.85;PG0080000100000001;61-93505699;4.85;0;0
71341;Örum Oy Ab;2025_02;+;6.48;PG0080000100000001;61-93505911;6.48;0;0
218215;Örum Oy Ab;2025_02;+;6.7;PG0080000100000001;61-93505061;6.7;0;0
17918;Örum Oy Ab;2025_02;+;4.93;PG0080000100000001;61-93505567;4.93;0;0
17918;Örum Oy Ab;2025_02;+;14.79;PG0080000100000001;61-93505574;14.79;0;0
71970;Örum Oy Ab;2025_02;+;4.93;PG0080000100000001;61-93505630;4.93;0;0
17918;Örum Oy Ab;2025_02;+;4.93;PG0080000100000001;61-93505658;4.93;0;0
2613186;Örum Oy Ab;2025_02;-;4.93;PG0080000100000001;61-93505849;-4.93;0;0
217237;Örum Oy Ab;2025_02;+;6.15;PG0080000100000001;61-93506111;6.15;0;0
2622923;Örum Oy Ab;2025_02;+;4.93;PG0080000100000001;61-93506411;4.93;0;0
71880;Örum Oy Ab;2025_02;+;6.38;PG0080000100000001;61-93505787;6.38;0;0
40214;Örum Oy Ab;2025_02;+;6.38;PG0080000100000001;61-93506249;6.38;0;0
13749;Örum Oy Ab;2025_02;+;5.47;PG0080000100000001;61-93506465;5.47;0;0
214310;Örum Oy Ab;2025_02;+;7.71;PG0080000100000001;61-93506086;7.71;0;0
219211;Örum Oy Ab;2025_02;+;11.15;PG0080000100000001;61-93505922;11.15;0;0
17918;Örum Oy Ab;2025_02;+;20.74;PG0080000100000001;61-93506190;20.74;0;0
70885;Örum Oy Ab;2025_02;+;5.12;PG0080000100000001;61-93506474;5.12;0;0
70234;Örum Oy Ab;2025_02;+;25.6;PG0080000100000001;61-93506570;25.6;0;0
40214;Örum Oy Ab;2025_02;+;5.67;PG0080000100000001;61-93506249;5.67;0;0
218235;Örum Oy Ab;2025_02;+;5.06;PG0080000100000001;61-93506262;5.06;0;0
218235;Örum Oy Ab;2025_02;+;5.06;PG0080000100000001;61-93505970;5.06;0;0
218005;Örum Oy Ab;2025_02;+;5.06;PG0080000100000001;61-93506096;5.06;0;0
1252;Örum Oy Ab;2025_02;+;4.86;PG0080000100000001;61-93506136;4.86;0;0
2613186;Örum Oy Ab;2025_02;-;5.12;PG0080000100000001;61-93505849;-5.12;0;0
2613186;Örum Oy Ab;2025_02;-;5.12;PG0080000100000001;61-93505849;-5.12;0;0
217023;Örum Oy Ab;2025_02;+;6.17;PG0080000100000001;61-93505854;6.17;0;0
217023;Örum Oy Ab;2025_02;+;6.17;PG0080000100000001;61-93505894;6.17;0;0
71970;Örum Oy Ab;2025_02;+;5.12;PG0080000100000001;61-93505592;5.12;0;0
3700083;Örum Oy Ab;2025_02;+;5.67;PG0080000100000001;61-93505660;5.67;0;0
72174;Örum Oy Ab;2025_02;+;5.67;PG0080000100000001;61-93505036;5.67;0;0
216037;Örum Oy Ab;2025_02;+;5.12;PG0080000100000001;61-93505315;5.12;0;0
214787;Örum Oy Ab;2025_02;+;5.63;PG0080000100000001;61-93504765;5.63;0;0
218215;Örum Oy Ab;2025_02;+;6.87;PG0080000100000001;61-93505034;6.87;0;0
70234;Örum Oy Ab;2025_02;+;29.45;PG0080000100000001;61-93506570;29.45;0;0
40216;Örum Oy Ab;2025_02;+;5.86;PG0080000100000001;61-93506357;5.86;0;0
17918;Örum Oy Ab;2025_02;+;58.9;PG0080000100000001;61-93506383;58.9;0;0
214344;Örum Oy Ab;2025_02;+;5.89;PG0080000100000001;61-93506211;5.89;0;0
218057;Örum Oy Ab;2025_02;+;6.31;PG0080000100000001;61-93506286;6.31;0;0
3756;Örum Oy Ab;2025_02;+;52.92;PG0080000100000001;61-93505861;52.92;0;0
2613186;Örum Oy Ab;2025_02;+;5.89;PG0080000100000001;61-93505962;5.89;0;0
214310;Örum Oy Ab;2025_02;+;6.31;PG0080000100000001;61-93506099;6.31;0;0
326542;Örum Oy Ab;2025_02;-;6.87;PG0080000100000001;61-93505665;-6.87;0;0
353599;Örum Oy Ab;2025_02;+;5.89;PG0080000100000001;61-93505688;5.89;0;0
326542;Örum Oy Ab;2025_02;+;6.87;PG0080000100000001;61-93505848;6.87;0;0
326542;Örum Oy Ab;2025_02;-;6.87;PG0080000100000001;61-93505171;-6.87;0;0
218215;Örum Oy Ab;2025_02;+;6.87;PG0080000100000001;61-93505043;6.87;0;0
72174;Örum Oy Ab;2025_02;+;6.31;PG0080000100000001;61-93505056;6.31;0;0
218215;Örum Oy Ab;2025_02;+;6.87;PG0080000100000001;61-93505081;6.87;0;0
2623555;Örum Oy Ab;2025_02;+;8.22;PG0080000100000001;61-93505781;8.22;0;0
204099;Örum Oy Ab;2025_02;+;10.5;PG0080000100000001;61-93506460;10.5;0;0
214081;Örum Oy Ab;2025_02;+;7.45;PG0080000100000001;61-93505177;7.45;0;0
39100251;Örum Oy Ab;2025_02;+;5.61;PG0080000100000001;61-93505275;5.61;0;0
70546;Örum Oy Ab;2025_02;+;4.95;PG0080000100000001;61-93505372;4.95;0;0
17918;Örum Oy Ab;2025_02;+;14.85;PG0080000100000001;61-93505574;14.85;0;0
40214;Örum Oy Ab;2025_02;+;5.93;PG0080000100000001;61-93506249;5.93;0;0
220132;Örum Oy Ab;2025_02;-;9.8;PG0080000100000001;61-93504780;-9.8;0;0
70829;Örum Oy Ab;2025_02;+;8.52;PG0080000100000001;61-93505971;8.52;0;0
2623555;Örum Oy Ab;2025_02;+;6.61;PG0080000100000001;61-93504822;6.61;0;0
214081;Örum Oy Ab;2025_02;+;8.07;PG0080000100000001;61-93505096;8.07;0;0
2622923;Örum Oy Ab;2025_02;+;6.61;PG0080000100000001;61-93505699;6.61;0;0
71091;Örum Oy Ab;2025_02;+;7.21;PG0080000100000001;61-93505926;7.21;0;0
2622923;Örum Oy Ab;2025_02;+;6.61;PG0080000100000001;61-93506411;6.61;0;0
223024;Örum Oy Ab;2025_02;+;7.64;PG0080000100000001;61-93504906;7.64;0;0
2613186;Örum Oy Ab;2025_02;-;15.1;PG0080000100000001;61-93505849;-15.1;0;0
221264;Örum Oy Ab;2025_02;+;16.96;PG0080000100000001;61-93505984;16.96;0;0
214532;Örum Oy Ab;2025_02;+;8.89;PG0080000100000003;61-93505303;8.89;0;0
70234;Örum Oy Ab;2025_02;+;17.26;PG0080000100000003;61-93505715;17.26;0;0
214532;Örum Oy Ab;2025_02;-;10.82;PG0080000100000001;61-93505898;-10.82;0;0
39100251;Örum Oy Ab;2025_02;+;6.03;PG0080000100000001;61-93505297;6.03;0;0
220132;Örum Oy Ab;2025_02;+;6.94;PG0080000100000001;61-93506423;6.94;0;0
71193;Örum Oy Ab;2025_02;+;5.24;PG0080000100000001;61-93506620;5.24;0;0
71970;Örum Oy Ab;2025_02;+;10.17;PG0080000100000001;61-93505629;10.17;0;0
2810062;Örum Oy Ab;2025_02;+;4.15;PG0080000100000001;61-93505047;4.15;0;0
241128;Örum Oy Ab;2025_02;+;4.48;PG0080000100000001;61-93505636;4.48;0;0
3678;Örum Oy Ab;2025_02;-;4.15;PG0080000100000001;61-93506127;-4.15;0;0
221181;Örum Oy Ab;2025_02;+;56.9;PG0060000800000001;61-93506774;56.9;0;0
221181;Örum Oy Ab;2025_02;+;113.8;PG0060000800000001;61-93507699;113.8;0;0
17918;Örum Oy Ab;2025_02;+;26.59;PG0060000800000001;61-93507777;26.59;0;0
71970;Örum Oy Ab;2025_02;+;29.11;PG0060000800000001;61-93508318;29.11;0;0
221197;Örum Oy Ab;2025_02;+;41.96;PG0070000400000002;61-93507280;41.96;0;0
214081;Örum Oy Ab;2025_02;+;59.35;PG0070000400000001;61-93507570;59.35;0;0
17467;Örum Oy Ab;2025_02;+;20.54;PG0070000400000001;61-93508384;20.54;0;0
15822;Örum Oy Ab;2025_02;+;56.04;PG0070000400000001;61-93508444;56.04;0;0
72174;Örum Oy Ab;2025_02;+;31.13;PG0070000400000003;61-93507430;31.13;0;0
71970;Örum Oy Ab;2025_02;+;64.28;PG0060000600000001;61-93508318;64.28;0;0
71230;Örum Oy Ab;2025_02;+;26.83;PG0060000300000001;61-93508459;26.83;0;0
218147;Örum Oy Ab;2025_02;+;11.49;PG0080000400000001;61-93506899;11.49;0;0
218147;Örum Oy Ab;2025_02;+;11.49;PG0080000400000001;61-93507888;11.49;0;0
71741;Örum Oy Ab;2025_02;+;21.42;PG0080000300000001;61-93508396;21.42;0;0
13749;Örum Oy Ab;2025_02;+;43.13;PG0080000400000001;61-93508244;43.13;0;0
326542;Örum Oy Ab;2025_02;+;5.46;PG0080000100000001;61-93507152;5.46;0;0
71414;Örum Oy Ab;2025_02;+;5.28;PG0080000100000001;61-93507176;5.28;0;0
217145;Örum Oy Ab;2025_02;+;5.73;PG0080000100000001;61-93507604;5.73;0;0
13749;Örum Oy Ab;2025_02;+;12.89;PG0080000100000001;61-93507686;12.89;0;0
926;Örum Oy Ab;2025_02;+;20.05;PG0080000100000001;61-93507948;20.05;0;0
326542;Örum Oy Ab;2025_02;-;6.46;PG0080000100000001;61-93507089;-6.46;0;0
17467;Örum Oy Ab;2025_02;+;4.88;PG0080000100000001;61-93507768;4.88;0;0
2305;Örum Oy Ab;2025_02;+;6.46;PG0080000100000001;61-93508431;6.46;0;0
17918;Örum Oy Ab;2025_02;+;7.31;PG0080000100000001;61-93506878;7.31;0;0
218147;Örum Oy Ab;2025_02;+;65.29;PG0060000800000001;61-93506916;65.29;0;0
17918;Örum Oy Ab;2025_02;+;31.46;PG0060000800000001;61-93508195;31.46;0;0
70546;Örum Oy Ab;2025_02;+;49.51;PG0010000100000002;61-93506834;49.51;0;0
2613186;Örum Oy Ab;2025_02;+;6.76;PG0080000100000001;61-93507347;6.76;0;0
70341;Örum Oy Ab;2025_02;+;4.8;PG0080000100000001;61-93507151;4.8;0;0
320086;Örum Oy Ab;2025_02;+;4.23;PG0080000100000001;61-93507532;4.23;0;0
5151;Örum Oy Ab;2025_02;+;7.98;PG0080000100000001;61-93508319;7.98;0;0
219207;Örum Oy Ab;2025_02;+;4.56;PG0080000100000001;61-93508429;4.56;0;0
70546;Örum Oy Ab;2025_02;+;13.89;PG0010000100000002;61-93506749;13.89;0;0
40216;Örum Oy Ab;2025_02;+;13.89;PG0010000100000002;61-93506889;13.89;0;0
218147;Örum Oy Ab;2025_02;+;101;PG0010000200000001;61-93507909;101;0;0
218005;Örum Oy Ab;2025_02;-;90.78;PG0010000200000001;61-93507942;-90.78;0;0
70546;Örum Oy Ab;2025_02;+;44.04;PG0010000200000001;61-93506749;44.04;0;0
71230;Örum Oy Ab;2025_02;+;93.45;PG0010000200000001;61-93507550;93.45;0;0
209799;Örum Oy Ab;2025_02;+;44.82;PG0010000200000001;61-93508307;44.82;0;0
70546;Örum Oy Ab;2025_02;-;54.7;PG0010000200000001;61-93507624;-54.7;0;0
72174;Örum Oy Ab;2025_02;+;94.75;PG0010000200000001;61-93507069;94.75;0;0
70546;Örum Oy Ab;2025_02;+;124.99;PG0010000200000001;61-93506834;124.99;0;0
218005;Örum Oy Ab;2025_02;-;97.58;PG0010000200000001;61-93507942;-97.58;0;0
218005;Örum Oy Ab;2025_02;-;65.7;PG0010000200000001;61-93507942;-65.7;0;0
221181;Örum Oy Ab;2025_02;+;77.84;PG0010000200000001;61-93506797;77.84;0;0
70546;Örum Oy Ab;2025_02;+;77.84;PG0010000200000001;61-93506834;77.84;0;0
2623555;Örum Oy Ab;2025_02;-;123.03;PG0010000200000001;61-93506890;-123.03;0;0
326542;Örum Oy Ab;2025_02;+;135.76;PG0010000200000001;61-93506893;135.76;0;0
222072;Örum Oy Ab;2025_02;+;108.56;PG0010000200000001;61-93507206;108.56;0;0
2810062;Örum Oy Ab;2025_02;+;82.89;PG0010000200000001;61-93506758;82.89;0;0
71193;Örum Oy Ab;2025_02;+;73.6;PG0010000200000001;61-93507056;73.6;0;0
71193;Örum Oy Ab;2025_02;+;79.54;PG0010000200000001;61-93507056;79.54;0;0
39100251;Örum Oy Ab;2025_02;+;86.32;PG0010000200000001;61-93506920;86.32;0;0
71341;Örum Oy Ab;2025_02;+;78.98;PG0010000200000001;61-93507378;78.98;0;0
219001;Örum Oy Ab;2025_02;+;19.32;PG0010000400000001;61-93508528;19.32;0;0
218005;Örum Oy Ab;2025_02;-;19.4;PG0010000400000001;61-93507942;-19.4;0;0
2803932;Örum Oy Ab;2025_02;+;22.83;PG0010000400000001;61-93508473;22.83;0;0
210186;Örum Oy Ab;2025_02;+;28.14;PG0010000100000002;61-93507711;28.14;0;0
2803932;Örum Oy Ab;2025_02;+;29.27;PG0010000100000002;61-93508473;29.27;0;0
222072;Örum Oy Ab;2025_02;+;39.03;PG0010000100000002;61-93507206;39.03;0;0
209799;Örum Oy Ab;2025_02;+;20.95;PG0010000100000002;61-93506979;20.95;0;0
209799;Örum Oy Ab;2025_02;+;23.14;PG0010000100000002;61-93508307;23.14;0;0
71230;Örum Oy Ab;2025_02;+;31.6;PG0010000100000002;61-93507550;31.6;0;0
219001;Örum Oy Ab;2025_02;+;38.02;PG0010000100000002;61-93508475;38.02;0;0
4220016;Örum Oy Ab;2025_02;+;38.72;PG0010000100000002;61-93507304;38.72;0;0
219101;Örum Oy Ab;2025_02;+;35.01;PG0010000100000002;61-93508512;35.01;0;0
218186;Örum Oy Ab;2025_02;+;34.94;PG0010000100000002;61-93507961;34.94;0;0
221181;Örum Oy Ab;2025_02;+;30.63;PG0010000100000002;61-93507370;30.63;0;0
5151;Örum Oy Ab;2025_02;+;23.08;PG0010000100000002;61-93508319;23.08;0;0
70546;Örum Oy Ab;2025_02;-;24.58;PG0010000100000002;61-93507624;-24.58;0;0
71859;Örum Oy Ab;2025_02;-;40.83;PG0010000100000002;61-93507363;-40.83;0;0
2702672;Örum Oy Ab;2025_02;+;30.62;PG0010000100000002;61-93508027;30.62;0;0
2613186;Örum Oy Ab;2025_02;+;17.97;PG0010000100000002;61-93507291;17.97;0;0
222107;Örum Oy Ab;2025_02;+;20.13;PG0010000100000002;61-93508221;20.13;0;0
71859;Örum Oy Ab;2025_02;-;39.26;PG0010000100000001;61-93507363;-39.26;0;0
70546;Örum Oy Ab;2025_02;-;20;PG0010000700000001;61-93507018;-20;0;0
17918;Örum Oy Ab;2025_02;+;29.26;PG0010000700000001;61-93507777;29.26;0;0
216275;Örum Oy Ab;2025_02;+;36.47;PG0010000700000001;61-93508545;36.47;0;0
3756;Örum Oy Ab;2025_02;+;12.57;PG0080000500000005;61-93507366;12.57;0;0
70234;Örum Oy Ab;2025_02;+;11.77;PG0080000500000005;61-93508428;11.77;0;0
210186;Örum Oy Ab;2025_02;+;15.39;PG0080000500000005;61-93507127;15.39;0;0
2810062;Örum Oy Ab;2025_02;+;16.79;PG0080000500000005;61-93506891;16.79;0;0
326542;Örum Oy Ab;2025_02;-;27.27;PG0080000300000001;61-93507089;-27.27;0;0
4220016;Örum Oy Ab;2025_02;+;28.61;PG0080000300000001;61-93507313;28.61;0;0
71859;Örum Oy Ab;2025_02;-;27.27;PG0080000300000001;61-93507363;-27.27;0;0
216037;Örum Oy Ab;2025_02;+;21.38;PG0080000300000001;61-93507684;21.38;0;0
2613186;Örum Oy Ab;2025_02;+;5.43;PG0080000100000001;61-93506753;5.43;0;0
4220016;Örum Oy Ab;2025_02;+;7.81;PG0080000100000001;61-93507304;7.81;0;0
4200107;Örum Oy Ab;2025_02;+;6.47;PG0080000100000001;61-93507930;6.47;0;0
70854;Örum Oy Ab;2025_02;+;9.76;PG0080000100000001;61-93507305;9.76;0;0
4016;Örum Oy Ab;2025_02;+;10.63;PG0080000100000001;61-93508245;10.63;0;0
353599;Örum Oy Ab;2025_02;+;6.53;PG0080000100000001;61-93507619;6.53;0;0
